Line 7 3 311.717010 0.001600  4  4
Line 7 3 311.630890 0.014400  4  6
Line 7 3 311.547607 0.015900  2  4
Line 7 3 305.919312 0.006790  4  2
Line 7 3 305.756195 0.006790  2  2
Line 7 3 299.816315 0.005440  4  2
Line 7 3 299.659607 0.005450  2  2
Line 7 3 292.591614 0.004830  4  4
Line 7 3 292.590698 0.043500  4  6
Line 7 3 292.442413 0.048400  2  4
Line 7 3 286.000000 0.001910  4  2
Line 7 3 285.857391 0.001910  2  2
Line 7 3 282.201996 0.024400  4  6
Line 7 3 282.201996 0.002710  4  4
Line 7 3 282.063202 0.027100  2  4
Line 7 3 278.571899 0.001150  4  2
Line 7 3 278.436707 0.001150  2  2
Line 7 3 276.325989 0.014900  4  6
Line 7 3 276.325989 0.001660  4  4
Line 7 3 276.192993 0.016500  2  4
Line 7 3 274.107910 0.000810  4  2
Line 7 3 273.976990 0.000810  2  2
Line 7 3 272.653992 0.009920  4  6
Line 7 3 272.653992 0.001100  4  4
Line 7 3 272.523987 0.011000  2  4
Line 7 3 271.208893 0.000634  4  2
Line 7 3 271.080688 0.000634  2  2
Line 7 3 270.200989 0.007040  4  6
Line 7 3 270.200989 0.000782  4  4
Line 7 3 270.074005 0.007820  2  4
Line 7 3 269.198914 0.000543  4  2
Line 7 3 269.072601 0.000544  2  2
Line 7 3 268.472992 0.005370  4  6
Line 7 3 268.472992 0.000597  4  4
Line 7 3 268.347992 0.005970  2  4
Line 7 3 266.971405 0.001420  4  2
Line 7 3 266.929810 0.007090  4  4
Line 7 3 266.847107 0.005680  2  2
Line 7 3 266.805511 0.002840  2  4
Line 7 3 264.968414 0.003270  4  2
Line 7 3 264.944885 0.016400  4  4
Line 7 3 264.846008 0.013100  2  2
Line 7 3 264.822601 0.006540  2  4
Line 7 3 248.477905 0.001370  4  2
Line 7 3 248.427902 0.006840  4  4
Line 7 3 248.370300 0.005480  2  2
Line 7 3 248.320404 0.002740  2  4
Line 7 3 238.134003 0.000432  4  2
Line 7 3 238.093002 0.002150  4  4
Line 7 3 238.035095 0.001720  2  2
Line 7 3 237.994095 0.000863  2  4
Line 7 3 233.715195 0.000345  4  2
Line 7 3 233.695999 0.001720  4  4
Line 7 3 233.619995 0.001380  2  2
Line 7 3 233.600800 0.000691  2  4
Line 7 3 230.881897 0.000227  4  2
Line 7 3 230.860901 0.001130  4  4
Line 7 3 230.789001 0.000906  2  2
Line 7 3 230.768005 0.000453  2  4
Line 7 4 765.146729 0.616000  1  3
Line 7 4 247.205093 0.327000  1  3
Line 7 4 211.403397 0.004520  1  3
Line 7 4 197.227798 0.105000  1  3
Line 7 4 192.822906 0.005980  1  3
Line 7 4 181.741302 0.041700  1  3
Line 7 4 174.602005 0.023200  1  3
Line 7 4 172.171097 0.000078  1  3
Line 7 4 170.074005 0.013100  1  3
Line 7 4 167.709000 0.012900  1  3
Line 7 4 167.073700 0.005320  1  3
Line 7 4 165.945007 0.004090  1  3
Line 7 4 164.794006 0.003960  1  3
Line 7 5 1242.800049 0.078000  2  2
Line 7 5 1238.819946 0.157000  2  4
Line 7 5 209.307602 0.079600  2  2
Line 7 5 209.274200 0.159000  2  4
Line 7 5 162.564407 0.022800  2  2
Line 7 5 162.555695 0.045700  2  4
Line 7 5 147.427307 0.009990  2  2
Line 7 5 147.423798 0.020000  2  4
Line 7 5 140.358093 0.005310  2  2
Line 7 5 140.356293 0.010600  2  4
Line 7 5 136.425003 0.003180  2  2
Line 7 5 136.423904 0.006380  2  4
Line 7 5 133.993301 0.002070  2  2
Line 7 5 133.992599 0.004130  2  4
Line 7 5 132.378204 0.001420  2  2
Line 7 5 132.377701 0.002830  2  4
Line 7 5 131.248001 0.001020  2  2
Line 7 5 131.247696 0.002030  2  4
Line 7 6 28.787001 0.675000  1  3
Line 7 6 24.900000 0.144000  1  3
Line 7 6 23.771000 0.054600  1  3
Line 7 7 24.784599 0.139000  2  2
Line 7 7 24.779200 0.277000  2  4
Line 7 7 20.910601 0.026300  2  2
Line 7 7 20.909500 0.052700  2  4
Line 7 7 19.826099 0.009670  2  2
Line 7 7 19.825701 0.019300  2  4
Line 7 7 19.361401 0.004650  2  2
Line 7 7 19.361200 0.009300  2  4
Line 7 7 19.118000 0.002600  2  2
Line 7 7 19.117901 0.005200  2  4
Line 7 7 18.974199 0.001600  2  2
Line 7 7 18.974100 0.003210  2  4
Line 7 7 18.882000 0.001060  2  2
Line 7 7 18.881901 0.002120  2  4
Line 7 7 18.819300 0.001480  2  4
Line 7 7 18.819300 0.000738  2  2
Line 7 7 18.774700 0.001070  2  4
Line 7 7 18.774700 0.000535  2  2
Line 8 3 835.289124 0.089400  5  7
Line 8 3 835.092407 0.016000  5  5
Line 8 3 835.058899 0.001070  5  3
Line 8 3 833.748718 0.080000  3  5
Line 8 3 833.715271 0.026600  3  3
Line 8 3 832.929382 0.107000  1  3
Line 8 3 703.854492 0.102000  5  5
Line 8 3 703.850525 0.034100  5  3
Line 8 3 702.899597 0.057000  3  5
Line 8 3 702.895691 0.034200  3  3
Line 8 3 702.837891 0.045600  3  1
Line 8 3 702.336975 0.137000  1  3
Line 8 3 508.177795 0.185000  5  3
Line 8 3 507.679901 0.185000  3  3
Line 8 3 507.388306 0.185000  1  3
Line 8 3 374.432404 0.020700  5  3
Line 8 3 374.327789 0.027600  3  1
Line 8 3 374.161987 0.020800  3  3
Line 8 3 374.072510 0.062300  5  5
Line 8 3 374.003601 0.083100  1  3
Line 8 3 373.802704 0.034700  3  5
Line 8 3 305.882385 0.004700  5  3
Line 8 3 305.836487 0.070600  5  5
Line 8 3 305.767395 0.395000  5  7
Line 8 3 305.701904 0.118000  3  3
Line 8 3 305.656097 0.352000  3  5
Line 8 3 305.596191 0.470000  1  3
Line 8 3 303.800293 0.120000  5  5
Line 8 3 303.695007 0.039900  5  3
Line 8 3 303.622314 0.066600  3  5
Line 8 3 303.517090 0.039900  3  3
Line 8 3 303.460693 0.053200  3  1
Line 8 3 303.412903 0.160000  1  3
Line 8 3 280.474396 0.002770  5  3
Line 8 3 280.408112 0.003690  3  1
Line 8 3 280.322601 0.002770  3  3
Line 8 3 280.260498 0.008300  5  5
Line 8 3 280.233704 0.011100  1  3
Line 8 3 280.109009 0.004610  3  5
Line 8 3 275.514587 0.013900  5  3
Line 8 3 275.368195 0.013900  3  3
Line 8 3 275.282410 0.013900  1  3
Line 8 3 267.190002 0.001180  5  3
Line 8 3 267.124390 0.017800  5  5
Line 8 3 267.052307 0.029500  3  3
Line 8 3 267.030609 0.099200  5  7
Line 8 3 266.986786 0.088600  3  5
Line 8 3 266.971588 0.118000  1  3
Line 8 3 264.480591 0.055200  5  5
Line 8 3 264.472107 0.018400  5  3
Line 8 3 264.345703 0.030700  3  5
Line 8 3 264.337189 0.018400  3  3
Line 8 3 264.325104 0.024600  3  1
Line 8 3 264.258209 0.073600  1  3
Line 8 3 263.907288 0.001040  5  3
Line 8 3 263.861389 0.015600  5  5
Line 8 3 263.816986 0.087200  5  7
Line 8 3 263.772888 0.025900  3  3
Line 8 3 263.727112 0.077800  3  5
Line 8 3 263.694214 0.104000  1  3
Line 8 3 262.880890 0.008150  5  5
Line 8 3 262.873108 0.002710  5  3
Line 8 3 262.747589 0.004530  3  5
Line 8 3 262.739807 0.002710  3  3
Line 8 3 262.726593 0.003630  3  1
Line 8 3 262.661713 0.010900  1  3
Line 8 3 255.354996 0.001720  5  3
Line 8 3 255.285995 0.002290  3  1
Line 8 3 255.229294 0.001720  3  3
Line 8 3 255.164902 0.005160  5  5
Line 8 3 255.155502 0.006880  1  3
Line 8 3 255.039398 0.002870  3  5
Line 8 3 248.727203 0.000664  5  3
Line 8 3 248.691101 0.009970  5  5
Line 8 3 248.615799 0.055800  5  7
Line 8 3 248.607895 0.016600  3  3
Line 8 3 248.571793 0.049800  3  5
Line 8 3 248.537994 0.066400  1  3
Line 8 3 244.606705 0.000725  5  3
Line 8 3 244.535004 0.000967  3  1
Line 8 3 244.491302 0.000725  3  3
Line 8 3 244.423706 0.002900  1  3
Line 8 3 244.422302 0.002180  5  5
Line 8 3 244.307098 0.001210  3  5
Line 8 3 241.037003 0.031300  5  7
Line 8 3 241.037003 0.005580  5  5
Line 8 3 241.037003 0.000372  5  3
Line 8 3 240.925003 0.027900  3  5
Line 8 3 240.925003 0.009320  3  3
Line 8 3 240.858994 0.037200  1  3
Line 8 3 228.986801 0.004790  5  3
Line 8 3 228.885696 0.004790  3  3
Line 8 3 228.826401 0.004790  1  3
Line 8 3 226.033997 0.000325  5  7
Line 8 4 790.198975 0.099300  4  6
Line 8 4 790.112183 0.011000  4  4
Line 8 4 787.710510 0.111000  2  4
Line 8 4 609.828613 0.066900  4  2
Line 8 4 608.396790 0.067000  2  2
Line 8 4 555.262817 0.055800  4  2
Line 8 4 554.513428 0.279000  4  4
Line 8 4 554.075623 0.224000  2  2
Line 8 4 553.329285 0.112000  2  4
Line 8 4 279.933014 0.031400  4  2
Line 8 4 279.630890 0.031400  2  2
Line 8 4 238.579193 0.050400  4  4
Line 8 4 238.569702 0.454000  4  6
Line 8 4 238.359802 0.504000  2  4
Line 8 4 214.204605 0.012500  4  2
Line 8 4 214.151596 0.062600  4  4
Line 8 4 214.027695 0.050100  2  2
Line 8 4 213.974701 0.025100  2  4
Line 8 4 207.348297 0.012600  4  4
Line 8 4 207.238602 0.113000  4  6
Line 8 4 207.182602 0.126000  2  4
Line 8 4 206.000504 0.002260  4  2
Line 8 4 205.836807 0.002260  2  2
Line 8 4 203.043594 0.021800  4  2
Line 8 4 202.884705 0.021800  2  2
Line 8 4 196.007797 0.011500  4  4
Line 8 4 196.006104 0.103000  4  6
Line 8 4 195.859604 0.114000  2  4
Line 8 4 185.535004 0.005460  4  2
Line 8 4 185.401993 0.005460  2  2
Line 8 4 182.835007 0.001750  4  4
Line 8 4 182.826004 0.015800  4  6
Line 8 4 182.705994 0.017500  2  4
Line 8 4 182.014999 0.002600  4  2
Line 8 4 181.994003 0.013000  4  4
Line 8 4 181.886993 0.010400  2  2
Line 8 4 181.865997 0.005210  2  4
Line 8 4 181.276398 0.004910  4  4
Line 8 4 181.275497 0.044200  4  6
Line 8 4 181.149704 0.049100  2  4
Line 8 4 180.481003 0.006890  4  2
Line 8 4 180.354996 0.006890  2  2
Line 8 4 174.221207 0.025900  4  6
Line 8 4 174.221207 0.002880  4  4
Line 8 4 174.104202 0.028800  2  4
Line 8 4 173.968994 0.003440  4  2
Line 8 4 173.916000 0.017200  4  4
Line 8 4 173.852005 0.013800  2  2
Line 8 4 173.800003 0.006910  2  4
Line 8 4 171.186996 0.003610  4  4
Line 8 4 171.123001 0.032500  4  6
Line 8 4 171.074005 0.036100  2  4
Line 8 4 169.582993 0.002920  4  2
Line 8 4 169.472000 0.002930  2  2
Line 8 4 168.363007 0.000419  4  2
Line 8 4 168.307007 0.002100  4  4
Line 8 4 168.253998 0.001680  2  2
Line 8 4 168.197998 0.000839  2  4
Line 8 4 167.708603 0.000508  4  6
Line 8 4 167.669205 0.000056  4  4
Line 8 4 167.560806 0.000565  2  4
Line 8 4 166.748001 0.000210  4  4
Line 8 4 166.744003 0.001890  4  6
Line 8 4 166.641006 0.002100  2  4
Line 8 4 159.197006 0.008850  4  4
Line 8 4 159.098999 0.003540  2  4
Line 8 4 158.218002 0.000000  4  4
Line 8 4 158.175003 0.000000  4  2
Line 8 4 158.121002 0.000000  2  4
Line 8 4 158.078995 0.000000  2  2
Line 8 4 151.604004 0.000010  4  4
Line 8 4 151.604004 0.000002  4  2
Line 8 4 151.516006 0.000008  2  2
Line 8 4 151.516006 0.000004  2  4
Line 8 5 629.731995 0.515000  1  3
Line 8 5 172.168900 0.395000  1  3
Line 8 5 150.492294 0.000015  1  3
Line 8 5 139.028900 0.057900  1  3
Line 8 5 135.523193 0.077700  1  3
Line 8 5 124.615997 0.050000  1  3
Line 8 5 121.318001 0.000196  1  3
Line 8 5 119.101997 0.029500  1  3
Line 8 5 118.000000 0.005680  1  3
Line 8 5 116.161003 0.013900  1  3
Line 8 5 114.358002 0.010200  1  3
Line 8 6 1037.616699 0.066100  2  2
Line 8 6 1031.926147 0.133000  2  4
Line 8 6 150.124603 0.088400  2  2
Line 8 6 150.089294 0.177000  2  4
Line 8 6 115.830101 0.024700  2  2
Line 8 6 115.821503 0.049400  2  4
Line 8 6 104.813004 0.021300  2  4
Line 8 6 104.813004 0.010600  2  2
Line 8 6 99.688004 0.011300  2  4
Line 8 6 99.688004 0.005640  2  2
Line 8 6 96.839996 0.006740  2  4
Line 8 6 96.839996 0.003370  2  2
Line 8 6 95.082001 0.004370  2  4
Line 8 6 95.082001 0.002180  2  2
Line 8 6 93.915001 0.002990  2  4
Line 8 6 93.915001 0.001490  2  2
Line 8 6 93.029999 0.002140  2  4
Line 8 6 93.029999 0.001070  2  2
Line 8 7 21.601900 0.696000  1  3
Line 8 7 18.628799 0.146000  1  3
Line 8 7 17.768000 0.055200  1  3
Line 8 7 17.396000 0.026800  1  3
Line 8 7 17.200001 0.015100  1  3
Line 8 7 17.086000 0.009370  1  3
Line 8 7 17.009199 0.006220  1  3
Line 8 7 16.958401 0.004340  1  3
Line 8 7 16.922300 0.003140  1  3
Line 10 1 743.719482 0.012100  1  3
Line 10 1 735.896301 0.149000  1  3
Line 10 1 629.738770 0.008560  1  3
Line 10 1 626.823181 0.013100  1  3
Line 10 1 619.102417 0.005690  1  3
Line 10 1 618.671692 0.016000  1  3
Line 10 1 615.628296 0.006480  1  3
Line 10 2 462.390808 0.085400  2  2
Line 10 2 460.728394 0.085700  4  2
Line 10 2 447.814606 0.038900  2  4
Line 10 2 446.590210 0.077800  2  2
Line 10 2 446.255188 0.097400  4  4
Line 10 2 445.039307 0.019500  4  2
Line 10 2 407.137695 0.065000  2  4
Line 10 2 405.853790 0.058700  4  6
Line 10 2 405.848297 0.006520  4  4
Line 10 2 362.454407 0.009780  2  2
Line 10 2 361.432098 0.009800  4  2
Line 10 2 357.534607 0.110000  2  4
Line 10 2 356.800110 0.099400  4  6
Line 10 2 356.539795 0.011100  4  4
Line 10 2 356.439911 0.026100  2  2
Line 10 2 355.947998 0.013100  2  4
Line 10 2 355.451202 0.006540  4  2
Line 10 2 354.962006 0.032700  4  4
Line 10 2 353.929688 0.005010  2  4
Line 10 2 353.214508 0.010000  2  2
Line 10 2 352.954895 0.012500  4  4
Line 10 2 352.243591 0.002520  4  2
Line 10 2 331.514893 0.042100  2  4
Line 10 2 330.788696 0.038000  4  6
Line 10 2 330.659485 0.004220  4  4
Line 10 2 331.069397 0.007400  2  2
Line 10 2 330.624908 0.003710  2  4
Line 10 2 330.216309 0.001850  4  2
Line 10 2 329.774109 0.009290  4  4
Line 10 2 329.821899 0.001580  2  4
Line 10 2 329.315796 0.003170  2  2
Line 10 2 328.975189 0.003970  4  4
Line 10 2 328.471710 0.000795  4  2
Line 10 2 328.098389 0.014100  2  4
Line 10 2 328.081909 0.028100  2  2
Line 10 2 327.260498 0.035100  4  4
Line 10 2 327.244110 0.007040  4  2
Line 10 2 327.621002 0.023800  2  2
Line 10 2 326.785614 0.023800  4  2
Line 10 2 327.351105 0.039300  2  4
Line 10 2 326.537598 0.035500  4  6
Line 10 2 326.516998 0.003940  4  4
Line 10 2 325.392395 0.004990  2  4
Line 10 2 324.568604 0.004500  4  6
Line 10 2 324.568207 0.000500  4  4
Line 10 2 320.725098 0.028700  2  4
Line 10 2 319.924500 0.002870  4  4
Line 10 2 319.347504 0.025900  4  6
Line 10 2 320.280914 0.007310  2  2
Line 10 2 319.851410 0.003660  2  4
Line 10 2 319.482513 0.001830  4  2
Line 10 2 319.054993 0.009170  4  4
Line 10 2 319.619690 0.001000  2  4
Line 10 2 319.245514 0.002000  2  2
Line 10 2 318.824493 0.002510  4  4
Line 10 2 318.452087 0.000502  4  2
Line 10 2 314.465210 0.014000  4  6
Line 10 2 314.307495 0.000550  2  4
Line 10 2 313.538513 0.001380  4  4
Line 10 2 295.850586 0.007690  2  2
Line 10 2 295.169189 0.007710  4  2
Line 10 3 491.050812 0.072600  3  5
Line 10 3 490.313812 0.175000  1  3
Line 10 3 489.645905 0.043600  3  3
Line 10 3 489.504486 0.131000  5  5
Line 10 3 488.874207 0.058200  3  1
Line 10 3 488.108490 0.043800  5  3
Line 10 3 313.963715 0.054500  1  3
Line 10 3 313.689697 0.054500  3  3
Line 10 3 313.058014 0.054600  5  3
Line 10 3 283.881287 0.073400  1  3
Line 10 3 283.673401 0.055100  3  5
Line 10 3 283.657288 0.018400  3  3
Line 10 3 283.180298 0.061800  5  7
Line 10 3 283.156708 0.011000  5  5
Line 10 3 283.140594 0.000735  5  3
Line 10 3 267.690094 0.040700  1  3
Line 10 3 267.490906 0.010200  3  3
Line 10 3 267.490509 0.013600  3  1
Line 10 3 267.486115 0.017000  3  5
Line 10 3 267.031403 0.010200  5  3
Line 10 3 267.026703 0.030600  5  5
Line 10 3 251.727402 0.175000  1  3
Line 10 3 251.551300 0.043800  3  3
Line 10 3 251.548401 0.132000  3  5
Line 10 3 251.144897 0.001760  5  3
Line 10 3 251.141998 0.026300  5  5
Line 10 3 251.134003 0.147000  5  7
Line 10 3 238.718002 0.011300  1  3
Line 10 3 238.559601 0.011300  3  3
Line 10 3 238.194107 0.011300  5  3
Line 10 3 229.345200 0.080000  1  3
Line 10 3 229.222702 0.060100  3  5
Line 10 3 229.198898 0.020100  3  3
Line 10 3 228.921799 0.067400  5  7
Line 10 3 228.885193 0.012000  5  5
Line 10 3 228.861496 0.000802  5  3
Line 10 3 227.908997 0.149000  1  3
Line 10 3 227.827698 0.061900  3  5
Line 10 3 227.764603 0.037100  3  3
Line 10 3 227.737106 0.049500  3  1
Line 10 3 227.494293 0.112000  5  5
Line 10 3 227.431305 0.037200  5  3
Line 10 3 227.723801 0.049200  1  3
Line 10 3 227.579605 0.049200  3  3
Line 10 3 227.246902 0.049300  5  3
Line 10 3 223.563797 0.081900  1  3
Line 10 3 223.424896 0.020500  3  3
Line 10 3 223.419296 0.061400  3  5
Line 10 3 223.104202 0.000820  5  3
Line 10 3 223.098602 0.012300  5  5
Line 10 3 223.089706 0.068900  5  7
Line 10 3 218.885803 0.004700  1  3
Line 10 3 218.752594 0.004710  3  3
Line 10 3 218.445206 0.004710  5  3
Line 10 3 218.780899 0.087600  1  3
Line 10 3 218.664307 0.065700  3  5
Line 10 3 218.647797 0.021900  3  3
Line 10 3 218.357193 0.013200  5  5
Line 10 3 218.345596 0.073700  5  7
Line 10 3 218.340698 0.000877  5  3
Line 10 3 218.621094 0.040000  1  3
Line 10 3 218.511993 0.013400  3  1
Line 10 3 218.488205 0.009970  3  3
Line 10 3 218.437103 0.016700  3  5
Line 10 3 218.181595 0.009990  5  3
Line 10 3 218.130600 0.030100  5  5
Line 10 3 217.774002 0.029600  1  3
Line 10 3 217.642105 0.007400  3  3
Line 10 3 217.636505 0.022100  3  5
Line 10 3 217.337799 0.000297  5  3
Line 10 3 217.332199 0.004440  5  5
Line 10 3 217.326508 0.024900  5  7
Line 10 3 212.523605 0.034100  3  5
Line 10 3 212.233505 0.006830  5  5
Line 10 3 212.233307 0.038200  5  7
Line 10 3 208.809906 0.011800  1  3
Line 10 3 208.688705 0.002930  3  3
Line 10 3 208.686996 0.004900  3  5
Line 10 3 208.686707 0.003920  3  1
Line 10 3 208.408905 0.002940  5  3
Line 10 3 208.407196 0.008820  5  5
Line 10 3 201.160004 0.006330  1  3
Line 10 3 201.055206 0.004760  3  5
Line 10 3 201.047501 0.001590  3  3
Line 10 3 200.806107 0.005330  5  7
Line 10 3 200.795502 0.000952  5  5
Line 10 3 200.787796 0.000063  5  3
Line 10 4 543.892029 0.116000  4  6
Line 10 4 542.072998 0.077900  4  4
Line 10 4 541.127991 0.039000  4  2
Line 10 4 208.899002 0.022100  4  2
Line 10 4 208.731995 0.044200  4  4
Line 10 4 208.479996 0.066300  4  6
Line 10 4 172.619995 0.463000  4  6
Line 10 4 172.524994 0.309000  4  4
Line 10 4 172.492004 0.154000  4  2
Line 10 4 157.862000 0.007590  4  2
Line 10 4 157.781006 0.015100  4  4
Line 10 4 157.626007 0.022800  4  6
Line 10 4 148.942001 0.145000  4  6
Line 10 4 148.787003 0.096500  4  4
Line 10 4 148.660004 0.048200  4  2
Line 10 4 144.278000 0.001440  4  2
Line 10 4 144.151001 0.002880  4  4
Line 10 4 144.018997 0.004320  4  6
Line 10 5 572.338013 0.077400  5  7
Line 10 5 572.104980 0.013800  5  5
Line 10 5 572.033020 0.000922  5  3
Line 10 5 569.830017 0.069400  3  5
Line 10 5 569.757996 0.023100  3  3
Line 10 5 568.418030 0.092800  1  3
Line 10 5 482.987000 0.081900  5  5
Line 10 5 482.987000 0.027300  5  3
Line 10 5 481.364014 0.027400  3  3
